hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,37,2015,July,29,15,2,6,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,216.13,1,0,Check-Out,2015-07-23
Resort Hotel,0,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,C,0,No Deposit,305,NULL,0,Transient-Party,107,0,0,Check-Out,2015-07-17
Resort Hotel,0,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,305,NULL,0,Transient-Party,107,0,0,Check-Out,2015-07-17
Resort Hotel,0,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,305,NULL,0,Transient-Party,107,0,0,Check-Out,2015-07-17
Resort Hotel,0,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,C,0,No Deposit,305,NULL,0,Transient-Party,107,0,0,Check-Out,2015-07-17
Resort Hotel,0,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,D,0,No Deposit,305,NULL,0,Transient,107,0,0,Check-Out,2015-07-17
Resort Hotel,0,83,2015,July,29,15,2,7,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,190.33,0,1,Check-Out,2015-07-24
Resort Hotel,0,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,305,NULL,0,Transient,107,0,0,Check-Out,2015-07-17
Resort Hotel,0,57,2015,July,29,15,0,2,1,0,0,FB,PRT,Groups,Direct,0,0,0,A,F,1,No Deposit,305,NULL,0,Transient-Party,94,0,0,Check-Out,2015-07-17
Resort Hotel,1,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,305,NULL,0,Transient-Party,0,0,0,Canceled,2015-07-13
Resort Hotel,0,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,C,0,No Deposit,305,NULL,0,Transient-Party,98.75,0,0,Check-Out,2015-07-17
Resort Hotel,0,57,2015,July,29,15,0,2,3,0,0,FB,PRT,Groups,Direct,0,0,0,A,C,1,No Deposit,305,NULL,0,Transient-Party,148.23,0,0,Check-Out,2015-07-17
Resort Hotel,0,57,2015,July,29,15,0,2,1,0,0,FB,PRT,Groups,Direct,0,0,0,A,E,1,No Deposit,305,NULL,0,Transient-Party,94,0,0,Check-Out,2015-07-17
Resort Hotel,0,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,D,0,No Deposit,305,NULL,0,Transient,107,0,0,Check-Out,2015-07-17
Resort Hotel,0,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,D,0,No Deposit,305,NULL,0,Transient,107,0,0,Check-Out,2015-07-17
Resort Hotel,0,57,2015,July,29,15,0,2,3,0,0,FB,PRT,Groups,Direct,0,0,0,A,C,1,No Deposit,305,NULL,0,Transient-Party,148.23,0,0,Check-Out,2015-07-17
Resort Hotel,0,57,2015,July,29,15,0,2,1,0,0,FB,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,305,NULL,0,Transient-Party,0,0,0,Check-Out,2015-07-17
Resort Hotel,0,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,305,NULL,0,Transient-Party,107,0,0,Check-Out,2015-07-17
Resort Hotel,0,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,305,NULL,0,Transient,107,0,0,Check-Out,2015-07-17
Resort Hotel,0,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,305,NULL,0,Transient,107,0,0,Check-Out,2015-07-17
Resort Hotel,0,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,305,NULL,0,Transient-Party,107,0,0,Check-Out,2015-07-17
Resort Hotel,0,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,C,0,No Deposit,305,NULL,0,Transient-Party,98.75,0,0,Check-Out,2015-07-17
Resort Hotel,1,66,2015,July,29,16,0,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,195,0,1,Canceled,2015-07-02
Resort Hotel,0,13,2015,July,29,16,0,2,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,120.6,0,1,Check-Out,2015-07-18
Resort Hotel,0,50,2015,July,29,16,0,1,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,123.2,0,0,Check-Out,2015-07-17
Resort Hotel,1,48,2015,July,29,16,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,146,NULL,0,Transient,112,0,0,Canceled,2015-06-05
Resort Hotel,1,0,2015,July,29,16,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,123.2,0,0,Canceled,2015-07-16
Resort Hotel,0,7,2015,July,29,16,0,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,242,NULL,0,Transient,169,1,1,Check-Out,2015-07-17
Resort Hotel,0,0,2015,July,29,16,0,2,2,2,0,BB,PRT,Direct,Direct,0,0,0,H,G,1,No Deposit,NULL,NULL,0,Transient,198,1,0,Check-Out,2015-07-18
Resort Hotel,1,66,2015,July,29,16,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,103.5,0,1,Canceled,2015-07-02
Resort Hotel,0,13,2015,July,29,16,0,2,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,135.6,0,1,Check-Out,2015-07-18
Resort Hotel,0,66,2015,July,29,16,0,2,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,103.5,0,1,Check-Out,2015-07-18
Resort Hotel,0,10,2015,July,29,16,0,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,184,1,0,Check-Out,2015-07-19
Resort Hotel,1,10,2015,July,29,16,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,134,0,0,Canceled,2015-07-13
Resort Hotel,1,58,2015,July,29,16,0,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,147,0,0,Canceled,2015-06-19
Resort Hotel,1,17,2015,July,29,16,0,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,151.33,0,0,Canceled,2015-06-30
Resort Hotel,0,19,2015,July,29,16,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,121.33,0,1,Check-Out,2015-07-19
Resort Hotel,0,10,2015,July,29,16,2,3,2,0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient-Party,150.2,0,1,Check-Out,2015-07-21
Resort Hotel,1,12,2015,July,29,16,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,178,0,Transient,139,0,0,Canceled,2015-07-07
Resort Hotel,0,10,2015,July,29,16,2,3,1,0,0,BB,IRL,Direct,Direct,0,0,0,D,D,1,No Deposit,250,NULL,0,Transient-Party,150.2,0,1,Check-Out,2015-07-21
Resort Hotel,0,63,2015,July,29,16,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,147,NULL,0,Transient,75.44,0,1,Check-Out,2015-07-20
Resort Hotel,1,35,2015,July,29,16,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,135,0,0,Canceled,2015-06-13
Resort Hotel,0,113,2015,July,29,16,2,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,166,0,1,Check-Out,2015-07-22
Resort Hotel,1,35,2015,July,29,16,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,135,0,0,Canceled,2015-06-11
Resort Hotel,0,68,2015,July,29,16,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,NULL,0,Contract,130,0,0,Check-Out,2015-07-23
Resort Hotel,0,113,2015,July,29,16,2,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,67,NULL,0,Transient,96.3,0,0,Check-Out,2015-07-24
Resort Hotel,0,21,2015,July,29,16,4,10,1,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,NULL,NULL,0,Transient,160,0,0,Check-Out,2015-07-30
Resort Hotel,0,6,2015,July,29,17,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,0,0,1,Check-Out,2015-07-17
Resort Hotel,0,7,2015,July,29,17,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,F,0,No Deposit,NULL,NULL,0,Transient,127.25,0,1,Check-Out,2015-07-19
Resort Hotel,0,17,2015,July,29,17,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,NULL,0,Transient,164,0,2,Check-Out,2015-07-19
Resort Hotel,0,1,2015,July,29,17,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,NULL,0,Transient,144.5,0,0,Check-Out,2015-07-19
Resort Hotel,0,2,2015,July,29,17,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,NULL,0,Transient,112,0,0,Check-Out,2015-07-19
Resort Hotel,1,15,2015,July,29,17,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,134,0,1,Canceled,2015-07-06
Resort Hotel,1,7,2015,July,29,17,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,127.25,0,1,Canceled,2015-07-13
Resort Hotel,0,11,2015,July,29,17,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,155.5,1,0,Check-Out,2015-07-19
Resort Hotel,1,6,2015,July,29,17,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241,NULL,0,Transient,110.5,0,1,No-Show,2015-07-17
Resort Hotel,0,1,2015,July,29,17,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,144.5,0,0,Check-Out,2015-07-19
Resort Hotel,0,1,2015,July,29,17,0,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,E,0,No Deposit,250,NULL,0,Transient,144.5,0,0,Check-Out,2015-07-19
Resort Hotel,0,48,2015,July,29,17,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,196,NULL,0,Transient,123,0,0,Check-Out,2015-07-19
Resort Hotel,0,15,2015,July,29,17,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,NULL,0,Transient,120.6,0,1,Check-Out,2015-07-19
Resort Hotel,1,3,2015,July,29,17,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5,NULL,0,Transient,107.6,0,0,No-Show,2015-07-17
Resort Hotel,1,23,2015,July,29,17,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,120.6,0,1,Canceled,2015-07-04
Resort Hotel,0,53,2015,July,29,17,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,152,NULL,0,Transient-Party,107,0,0,Check-Out,2015-07-22
Resort Hotel,0,53,2015,July,29,17,2,3,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,152,NULL,0,Transient-Party,133.75,1,0,Check-Out,2015-07-22
Resort Hotel,0,94,2015,July,29,17,2,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,250,NULL,0,Transient,103.5,0,0,Check-Out,2015-07-22
Resort Hotel,0,64,2015,July,29,17,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,NULL,0,Transient-Party,84.8,0,1,Check-Out,2015-07-22
Resort Hotel,0,53,2015,July,29,17,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,152,NULL,0,Transient-Party,107,0,0,Check-Out,2015-07-22
Resort Hotel,0,53,2015,July,29,17,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,152,NULL,0,Transient-Party,107,1,0,Check-Out,2015-07-22
Resort Hotel,0,64,2015,July,29,17,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,NULL,0,Transient-Party,84.8,0,1,Check-Out,2015-07-22
Resort Hotel,0,53,2015,July,29,17,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,152,NULL,0,Transient-Party,107,1,0,Check-Out,2015-07-22
Resort Hotel,0,24,2015,July,29,17,2,3,3,1,0,BB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,NULL,NULL,0,Transient,195,0,1,Check-Out,2015-07-22
Resort Hotel,0,24,2015,July,29,17,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,164,0,0,Check-Out,2015-07-23
Resort Hotel,0,23,2015,July,29,17,2,5,2,2,0,BB,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,250,NULL,0,Transient,195,0,0,Check-Out,2015-07-24
Resort Hotel,0,53,2015,July,29,17,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,NULL,0,Transient,125,0,2,Check-Out,2015-07-24
Resort Hotel,1,23,2015,July,29,17,2,5,2,2,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,250,NULL,0,Transient,195,0,0,Canceled,2015-06-24
Resort Hotel,0,90,2015,July,29,17,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,132.3,0,3,Check-Out,2015-07-24
Resort Hotel,0,79,2015,July,29,17,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,145,0,2,Check-Out,2015-07-24
Resort Hotel,0,43,2015,July,29,17,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142,NULL,0,Transient,92,0,0,Check-Out,2015-07-24
Resort Hotel,0,90,2015,July,29,17,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,132.3,0,3,Check-Out,2015-07-24
Resort Hotel,0,65,2015,July,29,17,2,6,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,147,0,2,Check-Out,2015-07-25
Resort Hotel,0,65,2015,July,29,17,2,6,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,167,1,2,Check-Out,2015-07-25
Resort Hotel,0,99,2015,July,29,17,2,6,3,0,0,BB,FRA,Direct,Direct,0,0,0,H,H,0,No Deposit,250,NULL,0,Transient,210,0,1,Check-Out,2015-07-25
Resort Hotel,0,25,2015,July,29,17,3,7,2,0,0,HB,ESP,Direct,Direct,0,0,0,F,F,1,No Deposit,NULL,NULL,0,Transient,194.9,0,2,Check-Out,2015-07-27
Resort Hotel,0,92,2015,July,29,17,1,2,2,0,0,BB,MOZ,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,240,NULL,0,Transient,103.5,1,3,Check-Out,2015-07-20
Resort Hotel,0,91,2015,July,29,17,1,2,2,1,0,BB,BWA,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,240,NULL,0,Transient,118.5,0,3,Check-Out,2015-07-20
Resort Hotel,0,38,2015,July,29,17,1,2,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient,192,0,1,Check-Out,2015-07-20
Resort Hotel,0,6,2015,July,29,17,1,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,NULL,0,Contract,128.27,0,0,Check-Out,2015-07-20
Resort Hotel,0,38,2015,July,29,17,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,135,0,0,Check-Out,2015-07-20
